label,message,cleaned,tokens
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,hello hun ru way im good date guy met walkabout far meet soon hows everyone else,"['hello', 'hun', 'ru', 'way', 'im', 'good', 'date', 'guy', 'met', 'walkabout', 'far', 'meet', 'soon', 'hows', 'everyone', 'else']"
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,lol gonna last month cash left ltgt case collect week cause announc blog,"['lol', 'gonna', 'last', 'month', 'cash', 'left', 'ltgt', 'case', 'collect', 'week', 'cause', 'announc', 'blog']"
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,good luck draw take place th feb good luck removal send stop customer service,"['good', 'luck', 'draw', 'take', 'place', 'th', 'feb', 'good', 'luck', 'removal', 'send', 'stop', 'customer', 'service']"
ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",short cute good person dont try prove gud mrng,"['short', 'cute', 'good', 'person', 'dont', 'try', 'prove', 'gud', 'mrng']"
ham,Just haven't decided where yet eh ?,havent decid yet eh,"['havent', 'decid', 'yet', 'eh']"
ham,"Wat time liao, where still got.",wat time liao still got,"['wat', 'time', 'liao', 'still', 'got']"
ham,Yes watching footie but worried we're going to blow it - Phil Neville?,yes watch footie worry going blow phil neville,"['yes', 'watch', 'footie', 'worry', 'going', 'blow', 'phil', 'neville']"
ham,I wait 4 ü inside da car park...,wait inside da car park,"['wait', 'inside', 'da', 'car', 'park']"
ham,Uncle Abbey! Happy New Year. Abiola,uncle abbey happy new year abiola,"['uncle', 'abbey', 'happy', 'new', 'year', 'abiola']"
ham,Now am free call me pa.,free call pa,"['free', 'call', 'pa']"
ham,R u saying i should re order the slippers cos i had to pay for returning it.,say order slipper cos pay return,"['say', 'order', 'slipper', 'cos', 'pay', 'return']"
ham,Stop knowing me so well!,stop know well,"['stop', 'know', 'well']"
ham,Good evening! this is roger. How are you?,good even roger,"['good', 'even', 'roger']"
ham,Small problem in auction:)punj now asking tiwary,small problem auctionpunj ask tiwary,"['small', 'problem', 'auctionpunj', 'ask', 'tiwary']"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry week comp chance win ipod txt pod get entry std txt rate tcs app details,"['free', 'entry', 'week', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', 'get', 'entry', 'std', 'txt', 'rate', 'tcs', 'app', 'details']"
ham,He telling not to tell any one. If so treat for me hi hi hi,tell tell any one treat hi hi hi,"['tell', 'tell', 'any', 'one', 'treat', 'hi', 'hi', 'hi']"
ham,My uncles in Atlanta. Wish you guys a great semester.,uncle atlanta wish guys great semester,"['uncle', 'atlanta', 'wish', 'guys', 'great', 'semester']"
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,st wk free gr tone str wk txt nokia classic nokia tone hit polys nokiap polyp,"['st', 'wk', 'free', 'gr', 'tone', 'str', 'wk', 'txt', 'nokia', 'classic', 'nokia', 'tone', 'hit', 'polys', 'nokiap', 'polyp']"
ham,U coming 2 pick me?,com pick,"['com', 'pick']"
ham,Thats cool. i liked your photos. You are very sexy!,thats cool lik photos sexy,"['thats', 'cool', 'lik', 'photos', 'sexy']"
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,would fuckin believe didnt know thurs pre book cancell needs sack,"['would', 'fuckin', 'believe', 'didnt', 'know', 'thurs', 'pre', 'book', 'cancell', 'needs', 'sack']"
ham,"Haha better late than ever, any way I could swing by?",haha better late ever any way could swing,"['haha', 'better', 'late', 'ever', 'any', 'way', 'could', 'swing']"
ham,Ok. But i finish at 6.,ok finish,"['ok', 'finish']"
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",lookatme thanks purchase video clip lookatme youve charg think better send video mmsto,"['lookatme', 'thanks', 'purchase', 'video', 'clip', 'lookatme', 'youve', 'charg', 'think', 'better', 'send', 'video', 'mmsto']"
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ive barr store lifethis twat orange dungeree came ask want deck got first punch,"['ive', 'barr', 'store', 'lifethis', 'twat', 'orange', 'dungeree', 'came', 'ask', 'want', 'deck', 'got', 'first', 'punch']"
ham,So no messages. Had food?,message food,"['message', 'food']"
ham,Ok going to sleep. Hope i can meet her.,ok going sleep hope meet,"['ok', 'going', 'sleep', 'hope', 'meet']"
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make people dearer de happi dat feel meet de pain feel miss dem,"['wat', 'make', 'people', 'dearer', 'de', 'happi', 'dat', 'feel', 'meet', 'de', 'pain', 'feel', 'miss', 'dem']"
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,let know details fri find cos im tom fri mentionn chinese thanks,"['let', 'know', 'details', 'fri', 'find', 'cos', 'im', 'tom', 'fri', 'mentionn', 'chinese', 'thanks']"
ham,You're right I have now that I think about it,youre right think,"['youre', 'right', 'think']"
ham,Wat r u doing now?,wat,['wat']
ham,Is ur lecture over?,ur lecture,"['ur', 'lecture']"
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,sexy sexy cum text im wet warm ready porn fun msg free recd msgs inc vat cancel text stop,"['sexy', 'sexy', 'cum', 'text', 'im', 'wet', 'warm', 'ready', 'porn', 'fun', 'msg', 'free', 'recd', 'msgs', 'inc', 'vat', 'cancel', 'text', 'stop']"
ham,Customer place i will call you,customer place call,"['customer', 'place', 'call']"
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,plann yet going join company jan onlydon know happen,"['plann', 'yet', 'going', 'join', 'company', 'jan', 'onlydon', 'know', 'happen']"
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love kano,"['boy', 'love', 'grl', 'hogolo', 'boy', 'gold', 'chain', 'kodstini', 'grl', 'agalla', 'boy', 'necklace', 'madstini', 'grl', 'agalla', 'boy', 'hogli', 'mutai', 'eerulli', 'kodthini', 'grl', 'love', 'kano']"
ham,"Haha I heard that, text me when you're around",haha heard text youre around,"['haha', 'heard', 'text', 'youre', 'around']"
ham,I.ll get there tomorrow and send it to you,ill get tomorrow send,"['ill', 'get', 'tomorrow', 'send']"
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",shit babe thasa bit mess upyeh shudvetold urgran knowneway illspeak umoro wen im asleep,"['shit', 'babe', 'thasa', 'bit', 'mess', 'upyeh', 'shudvetold', 'urgran', 'knowneway', 'illspeak', 'umoro', 'wen', 'im', 'asleep']"
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,oh thats late well good night give call tomorrow iam going go sleep night night,"['oh', 'thats', 'late', 'well', 'good', 'night', 'give', 'call', 'tomorrow', 'iam', 'going', 'go', 'sleep', 'night', 'night']"
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,cheer tex mecause werebor yeah okden hunny uin wk satsounds likeyour havin grfun keep updat countinlots loveme xxxxx,"['cheer', 'tex', 'mecause', 'werebor', 'yeah', 'okden', 'hunny', 'uin', 'wk', 'satsounds', 'likeyour', 'havin', 'grfun', 'keep', 'updat', 'countinlots', 'loveme', 'xxxxx']"
ham,"Sorry,  in meeting I'll call you later",sorry meet ill call later,"['sorry', 'meet', 'ill', 'call', 'later']"
ham,Yo! Howz u? girls never rang after india. L,yo howz girls never rang india,"['yo', 'howz', 'girls', 'never', 'rang', 'india']"
ham,Yeah but which is worse for i,yeah worse,"['yeah', 'worse']"
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live chat pmin choose girl connect live call cheap chat uks biggest live service vu bcmwcnxx,"['hard', 'live', 'chat', 'pmin', 'choose', 'girl', 'connect', 'live', 'call', 'cheap', 'chat', 'uks', 'biggest', 'live', 'service', 'vu', 'bcmwcnxx']"
ham,I tagged MY friends that you seemed to count as YOUR friends.,tagg friends seem count friends,"['tagg', 'friends', 'seem', 'count', 'friends']"
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,heard call rude chat private line cum wan pics gettin shagg text pix end send stop sam xxx,"['heard', 'call', 'rude', 'chat', 'private', 'line', 'cum', 'wan', 'pics', 'gettin', 'shagg', 'text', 'pix', 'end', 'send', 'stop', 'sam', 'xxx']"
ham,Ok...,ok,['ok']
ham,Long time. You remember me today.,long time remember today,"['long', 'time', 'remember', 'today']"
ham,Havent shopping now lor i juz arrive only,havent shopp lor juz arrive,"['havent', 'shopp', 'lor', 'juz', 'arrive']"
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank better work cause feel used otherwise,"['thank', 'better', 'work', 'cause', 'feel', 'used', 'otherwise']"
ham,Are you up for the challenge? I know i am :),challenge know,"['challenge', 'know']"
ham,How much did ur hdd casing cost.,much ur hdd cas cost,"['much', 'ur', 'hdd', 'cas', 'cost']"
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solv open email hes sent another batch isnt sweetie,"['mystery', 'solv', 'open', 'email', 'hes', 'sent', 'another', 'batch', 'isnt', 'sweetie']"
ham,I can't describe how lucky you are that I'm actually awake by noon,cant describe lucky im actual awake noon,"['cant', 'describe', 'lucky', 'im', 'actual', 'awake', 'noon']"
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,nd time tri contact prize claim call tcsstop sms ppm,"['nd', 'time', 'tri', 'contact', 'prize', 'claim', 'call', 'tcsstop', 'sms', 'ppm']"
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today sorry day ever angry ever misbehav hurt plz plz slap urself bcoz ur fault im basical good,"['today', 'sorry', 'day', 'ever', 'angry', 'ever', 'misbehav', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'im', 'basical', 'good']"
ham,Cheers for the card ... Is it that time of year already?,cheer card time year already,"['cheer', 'card', 'time', 'year', 'already']"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasy call per min ntt ltd po box croydon cr wb,"['hot', 'live', 'fantasy', 'call', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb']"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",people see msgs think iam addict msg wrong bcoz dont know iam addict sweet friends bslvyl,"['people', 'see', 'msgs', 'think', 'iam', 'addict', 'msg', 'wrong', 'bcoz', 'dont', 'know', 'iam', 'addict', 'sweet', 'friends', 'bslvyl']"
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopeful asus ppl dont random reformat,"['ugh', 'hopeful', 'asus', 'ppl', 'dont', 'random', 'reformat']"
ham,"Haven't seen my facebook, huh? Lol!",havent seen facebook huh lol,"['havent', 'seen', 'facebook', 'huh', 'lol']"
ham,"Mah b, I'll pick it up tomorrow",mah ill pick tomorrow,"['mah', 'ill', 'pick', 'tomorrow']"
ham,Still otside le..u come 2morrow maga..,still otside leu come morrow maga,"['still', 'otside', 'leu', 'come', 'morrow', 'maga']"
ham,Do u still have plumbers tape and a wrench we could borrow?,still plumber tape wrench could borrow,"['still', 'plumber', 'tape', 'wrench', 'could', 'borrow']"
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder claim weeks offer pc please go httpwwwetlpcoukreward tscs app,"['dear', 'voucher', 'holder', 'claim', 'weeks', 'offer', 'pc', 'please', 'go', 'httpwwwetlpcoukreward', 'tscs', 'app']"
ham,It vl bcum more difficult..,vl bcum difficult,"['vl', 'bcum', 'difficult']"
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt,"['ur', 'going', 'bahamas', 'callfreefone', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', 'cash', 'opt', 'txt']"
ham,Havent still waitin as usual... Ü come back sch oredi?,havent still waitin usual come back sch oredi,"['havent', 'still', 'waitin', 'usual', 'come', 'back', 'sch', 'oredi']"
ham,In meeting da. I will call you,meet da call,"['meet', 'da', 'call']"
ham,K k :-):-) then watch some films.,watch films,"['watch', 'films']"
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,cinema plus drink appeal tomo fr thriller director like mac,"['cinema', 'plus', 'drink', 'appeal', 'tomo', 'fr', 'thriller', 'director', 'like', 'mac']"
ham,There the size of elephant tablets & u shove um up ur ass!!,size elephant tablets shove um ur ass,"['size', 'elephant', 'tablets', 'shove', 'um', 'ur', 'ass']"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",many people seems special first sight remain special till last sight maintain till life ends take cr da,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'ends', 'take', 'cr', 'da']"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",parents kidz friends colleague scream surprise wait sofa nak,"['parents', 'kidz', 'friends', 'colleague', 'scream', 'surprise', 'wait', 'sofa', 'nak']"
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,dunno juz askin cos got card got salon call hair sense tot da one cut ur hair,"['dunno', 'juz', 'askin', 'cos', 'got', 'card', 'got', 'salon', 'call', 'hair', 'sense', 'tot', 'da', 'one', 'cut', 'ur', 'hair']"
ham,Good morning pookie pie! Lol hope I didn't wake u up,good morn pookie pie lol hope didnt wake,"['good', 'morn', 'pookie', 'pie', 'lol', 'hope', 'didnt', 'wake']"
